job title,location,company name,job experience
Product Managers (Electrical Engineers),"Nasr City, Cairo, Egypt",ARC Technologies -,"Full Time
On-site
Experienced · 3 - 10 Yrs of Exp · Business Development · Marketing/PR/Advertising · Engineering - Mechanical/Electrical ·
Engineering
· Marketing
· Product Management
· Product
· Business Development
· Sales
·
Electrical Engineering"
Electrical Maintenance Engineer,"Giza, Egypt",Confidential -,"Full Time
On-site
Experienced · 0 - 10 Yrs of Exp · Engineering - Mechanical/Electrical
· Communication
· Electrical"
Health And Safety Engineer,"6th of October, Giza, Egypt",Scib Paints -,"Full Time
On-site
Entry Level · 1 - 4 Yrs of Exp · Operations/Management · Manufacturing/Production · Engineering - Mechanical/Electrical ·
Electrical Engineering
· Health and Safety
· HSE
·
Mechanical Engineering
· Safety
· Science
·
Engineering"
Electrical Controls Engineer,"Qaha, Qalubia, Egypt",Economic Group -,"Full Time
On-site
Experienced · 2 - 5 Yrs of Exp · males_only · Engineering - Mechanical/Electrical · Engineering - Other ·
Mechanical Engineering
· Electrical
·
Engineering
·
Electrical Engineering"
Data Engineer,"Riyadh, Saudi Arabia",iValue -,"Full Time
Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
·
Computer Engineering
·
Engineering
·
Software Engineering
· Software Development
· SQL"
IT Engineer,"6th of October, Giza, Egypt",Confidential -,"Full Time
On-site
Entry Level · 0 - 2 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Information Technology (IT)
· Software Development
·
Engineering
· English
· Computer
· Communication Skills"
Technical Office Architect/Interior Engineer,"New Cairo, Cairo, Egypt",WRIGHT PLAN -,"Full Time
On-site
Experienced · 4 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Project/Program Management
· Architecture
· AutoCAD 2D
· AutoCAD 3D
·
Engineering Architecture
· Quality Control
· Quality Assurance
· Architect"
Machine Learning Engineer,"New Cairo, Cairo, Egypt",Citylogix ME -,"Full Time
On-site
Experienced · 7 - 11 Yrs of Exp · IT/Software Development ·
Engineering
· Deep Learning
· Computer Science
· Programming
· Python
· TensorFlow
· PyTorch
·
Data visualization"
Cost Control Engineer,"Maadi, Cairo, Egypt",Genedy Group Construction -,"Full Time
Hybrid
Experienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture
· Cost Control
· Construction
· Management
·
Engineering
· Cost Management"
MS365 Senior Engineer,"Cairo, Egypt",B-Link Technologies -,"Full Time
Remote
Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
·
Engineering
· English
· Information Technology (IT)"
Interior Design Engineer,"Abbassia, Cairo, Egypt",Eldanyel For Leather Industry -,"Full Time
On-site
Experienced · 1 - 5 Yrs of Exp · Creative/Design/Art
· Design
·
design engineer
· CAD"
BOQ Engineer,"Sheraton, Cairo, Egypt",High Art -,"Full Time
On-site
Experienced · 4 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical
· BOQ
· AutoCAD
·
Engineering
· Revit
· excel
· Architecture
·
Civil Engineering"
Data Management Lead,"Alexandria, Egypt",REI Call Center -,"Full Time
Remote
Manager · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology ·
Data Management
· Real Estate
· Information Technology (IT)
·
Data
· Automation
· Visualization
·
Database SQL Server
· Management"
Compliance Analysts,"Katameya, Cairo, Egypt",Teleperformance - Egypt -,"Full Time
On-site
Experienced · 5 - 8 Yrs of Exp · Engineering - Telecom/Technology
· Compliance
·
Communication Engineering
·
Communications Engineering
· Communication
·
Data Communication (DC)
· Auditing
· Certified Internal Auditor"
Storage and Backup System Engineer,"New Cairo, Cairo, Egypt",Share Technologies -,"Full Time
On-site
Experienced · 2 - 6 Yrs of Exp · Engineering - Telecom/Technology
· Backup
· Backup Solutions
·
Computer Engineering
· Computer Science
·
Engineering
· Information Technology (IT)
· Linux
· Networking
· Operating Systems"
Mechanical Engineer,"10th of Ramadan City, Sharqia, Egypt",Hesni Textiles -,"Full Time
On-site
Experienced · 2 - 7 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical
· Maintenance
·
Mechanical Engineering
·
Electrical Engineering
· Communication
· Textile"
Cyber Security Engineer,"Zamalek, Cairo, Egypt",Confidential -,"Full Time
On-site
Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Network Security
· Security Systems
· DevOps
· Splunk
· ISO 27001
· NIST"
Automation and Data Integration Manager,"6th of October, Giza, Egypt",BariQ -,"Full Time
On-site
Manager · 5 - 10 Yrs of Exp · Engineering - Telecom/Technology
· Computer Science
·
Data Management
·
Data Integration
· Integration
· SQL
·
Data Modeling
· Oracle
· BI Tools
· Tableau"
Continuous Improvement Engineer,"Bourj Alarab, Alexandria, Egypt",Jade Textile Egypt -,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · Manufacturing/Production · Engineering - Other
· Continuous Improvement
·
Engineering
· Industrial
· Six Sigma
· quality
· Process
· Manufacturing
· LEAN"
Material&Production Planning Engineer,"6th of October, Giza, Egypt",Bedaya -,"Full Time
On-site
Experienced · 2 - 4 Yrs of Exp · Logistics/Supply Chain · Manufacturing/Production · Engineering - Mechanical/Electrical ·
Industrial Engineering
· Manufacturing
· Mechanical
· Lean manufacturing
· Industrial
·
Engineering
· Leadership"
Security System Engineer,"New Cairo, Cairo, Egypt",Share Technologies -,"Full Time
On-site
Experienced · 2 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Communication
· computer
·
Computer Engineering
· Computer Science
·
Engineering
· Information Security
· Information Technology (IT)"
FE&E - Project Sales Engineer,"New Cairo, Cairo, Egypt",Msi - Rodniture -,"Full Time
On-site
Experienced · 2 - 3 Yrs of Exp · Creative/Design/Art · Sales/Retail · Engineering - Other
· Sales
· Sales Target
· Communication
· Communication skills
· Furniture
· English
· Microsoft Office"
Technical Office Engineer,"Bourj Alarab, Alexandria, Egypt",Technical For Engineering Services -,"Full Time
On-site
Entry Level · 1 - 6 Yrs of Exp · Engineering - Mechanical/Electrical
· Microsoft Office
·
technical office engineer
· Communication skills
· computer
·
Engineering
· technical
· AutoCAD"
Electrical Site Engineer,"Downtown, Cairo, Egypt",Al-Tawhid for Trading & Import -,"Full Time
On-site
Entry Level · 2 - 5 Yrs of Exp · Engineering - Mechanical/Electrical ·
Electrical Engineering
·
electrical site engineer
· Electrical
· Communication
· Design
· Electrical manufacturing
·
Engineering
· Manufacturing
·
Mechanical Engineering"
Technical Office Engineer,"6th of October, Giza, Egypt",Inter-Tech -,"Full Time
On-site
Entry Level · 1 - 3 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy ·
Engineering
· material
·
engineer
· Mechanical"
Civil Engineer,"New Cairo, Cairo, Egypt",Ibn Sina Pharma -,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture
· Civil
· AutoCAD
·
Civil Engineering
· Design
· SAP
· Microsoft Excel
· Construction
· Site"
Civil Engineer,"Cairo, Egypt",DJR -,"Internship
On-site
Student · males_only · Engineering - Construction/Civil/Architecture ·
Civil Engineering
· Construction
·
engineer
·
Engineering
· junior
·
Site Engineer
· Site
· AutoCAD
· Architecture"
Enterprise Vault System Engineer,"New Cairo, Cairo, Egypt",Share Technologies -,"Full Time
On-site
Experienced · 2 - 4 Yrs of Exp · IT/Software Development
· CCNA
· Computer Science
· DNS
·
Engineering
· Information Technology (IT)
· Linux
· MCSA
· MCSE
· Microsoft"
Mechanical Engineer,"Downtown, Cairo, Egypt",Al-Tawhid for Trading & Import -,"Full Time
On-site
Experienced · 2 - 7 Yrs of Exp · Engineering - Mechanical/Electrical ·
Mechanical Engineering
· Maintenance
· 3D
· AutoCAD
· Design
·
Electrical Engineering
·
Engineering
· Management
· Manufacturing"
Business Process Engineer,"10th of Ramadan City, Cairo, Egypt",Kandil Glass -,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · Business Development · Engineering - Telecom/Technology
· Analysis
· business
· Computer Science
· ERP
·
Engineering
· Project Management
· Information Technology (IT)
· Business Administration"
QS Engineer (Electrical) - (MEP ),"New Cairo, Cairo, Egypt",Al Bahaa Contracting -,"Full Time
On-site
Experienced · 5 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical ·
Engineering
· Civil
· Infrastructure
· Construction
· Quantity Surveying
· CAD
· Microsoft Office
· Contracting"
Medium Voltage T.C. Engineer,"Abu Rawash, Giza, Egypt",International co for Electrical & Electronic Industries Electro George -,"Full Time
On-site
Entry Level · 2 - 3 Yrs of Exp · Engineering - Mechanical/Electrical
· Computer Skills
· Design
·
Electrical Engineering
· Medium Voltage
· Tendering"
Specification Engineer,"New Cairo, Cairo, Egypt",Saint-Gobain -,"Full Time
On-site
Entry Level · 2 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture
· Architecture
· AutoCAD
·
Civil Engineering
· Design
· Revit
· English"
Production Engineer,"Bourj Alarab, Alexandria, Egypt",Prifix -,"Full Time
On-site
Experienced · 2 - 5 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Other
· CAD
· CAD Software
· Communication
·
Engineering
· Lean manufacturing
· Manufacturing
·
Mechanical Engineering"
Mechanical Site Engineer,"6th of October, Giza, Egypt",Inter-Tech -,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy ·
Engineering
· Mechanical
·
Site Engineering
· Site Supervision"
Mechanical Engineer,"6th of October, Giza, Egypt",Al-Safwa Engineering Industry -,"Full Time
On-site
Experienced · 5 - 10 Yrs of Exp · males_only · Engineering - Mechanical/Electrical
· 3D
· AutoCAD
·
Mechanical Engineering
· Mechanical
· technical
· Design
·
Engineering"
Maintenance Engineer,"10th of Ramadan City, Sharqia, Egypt",Chema Foam -,"Full Time
On-site
Entry Level · 0 - 2 Yrs of Exp · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical ·
Engineering
· Maintenance
· Manufacturing
· Mechanical
·
Mechanical Engineering
· Mechatronics
·
Maintenance Engineering"
Furnace Engineer,"6th of October, Giza, Egypt",M&A Glass Processing Company -,"Full Time
On-site
Experienced · 5 - 10 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical
· furnace
· Manufacturing
·
Mechanical Engineering
·
Electrical Engineering
· Industrial
·
Engineering"
Sales Engineer,"Nasr City, Cairo, Egypt",Arab Mechanical Engineers -,"Full Time
On-site
Entry Level · 0 - 1 Yrs of Exp · Engineering - Construction/Civil/Architecture · Sales/Retail · Engineering - Other
· Applied Arts
· AutoCAD
· Design
·
Engineering
· English
· Furniture
· Interior Design"
Plastic Production Engineer - Blowing Machines,"Giza, Egypt",Confidential -,"Full Time
On-site
Entry Level · 1 - 2 Yrs of Exp · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical ·
Engineering
· Production
·
Mechanical Engineering
· Plastic
· Chemistry
· Industrial
· Electricity"
IT Engineer,"Mohandessin, Giza, Egypt",Outservingplus -,"Full Time
On-site
Experienced · 8 - 10 Yrs of Exp · IT/Software Development
· Cisco
· CCNA
· computer
· Computer Science
·
Engineering
· Information Technology (IT)
· IT
· Networking
· Science"
Senior Electrical technical office Engineer for panel builder factory,"Haram, Giza, Egypt",CONTROL PLUS TRADING -,"Full Time
On-site
Experienced · 4 - 7 Yrs of Exp · Engineering - Mechanical/Electrical ·
Technical Office Engineering
·
Electrical Engineering
· Electrical power
· Electrical
· Control"
Electrical Engineer - Mechanical Engineer,"Shubra, Cairo, Egypt",Post Distribution Company -,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · Engineering - Mechanical/Electrical ·
Electrical Engineer
·
Mechanical engineer"
Machine Learning Engineer,"Maadi, Cairo, Egypt",Afaqy -,"Full Time
Hybrid
Experienced · 2 - 3 Yrs of Exp · IT/Software Development
· Computer Science
· Machine Learning
· LLM
· Automation
· Python"
System Reliability Engineer,"Cairo, Egypt",GET Group- Egypt -,"Full Time
Hybrid
Experienced · 2+ Yrs of Exp · IT/Software Development
· Computer Science
·
Computer Engineering
· Information Technology (IT)
·
System engineer
· DevOps
· Vmware
· Linux
· Azure
· Automation"
Instrumentation Service Engineer,"Mohandessin, Giza, Egypt",RMS -,"Full Time
On-site
Entry Level · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy
· instrumentation
· PLC
· Troubleshooting
· Communication
· Analysis
· Technical Sales
·
Engineering"
Mechanical Maintenance Engineer - 10th Of Ramadan,"10th of Ramadan City, Cairo, Egypt",Good Seal Packaging -,"Full Time
On-site
Entry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical ·
Mechanical Engineering
·
Engineering
· Industrial
· Packaging
· Maintenance
· Mechanical Maintenance"
Electrical Maintenance Engineer - 10th Of Ramadan,"10th of Ramadan City, Cairo, Egypt",Good Seal Packaging -,"Full Time
On-site
Entry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical
· Electrical
·
Electrical Engineering
· Electrical Maintenance
·
Engineering
· Maintenance
· Industrial
· Electrical Systems"
Software Engineer,"Downtown, Cairo, Egypt",LemonTree Labs -,"Freelance / Project
Hybrid
Entry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· REST
· Database
· Web Development
· React.js
· Python
· Cloud Services
· RESTful API
· Node.js"
Mechanical sales engineer,"Cairo, Egypt",Q Energy -,"Full Time
Hybrid
Experienced · 5 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture ·
Engineering
·
Mechanical Engineering
· Sales
·
Sales engineer
· Mechanical Sales
· Communication
· HVAC
· Mechanical
· Microsoft Office"
HSE Engineer,"15th May City, Cairo, Egypt",Confidential -,"Full Time
On-site
Experienced · 7 - 10 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Other
· Health and Safety
· HSE
·
Engineering
· Wastewater Systems
· Hazard and Operability"
